Application Date,Decision Date,Visa Type,Applicant Nationality,Processing Center,Season,Application Complexity,Document Completeness,Expedited Request,Processing Time (Days),Visa Status
2024-09-27,2024-10-28,Business,UK,Sydney,Peak,0.0,1.0,0.0,31,Denied
2024-02-23,2024-04-04,Tourist,France,Berlin,Peak,1.0,0.0,1.0,41,Denied
2024-10-08,2024-12-23,Work,France,Delhi,Peak,,1.0,0.0,76,Approved
2024-09-22,2024-11-01,Business,UK,Berlin,Off-Peak,1.0,0.0,1.0,40,Approved
2024-11-06,2024-11-26,Tourist,France,Berlin,Off-Peak,0.0,0.0,1.0,20,Approved
2024-01-02,2024-03-06,Work,Brazil,Beijing,Peak,0.0,,1.0,64,Approved
2024-11-15,2025-02-01,Work,Germany,Berlin,Peak,1.0,1.0,0.0,78,Approved
2024-02-02,2024-03-03,Business,Germany,London,Peak,1.0,1.0,1.0,30,Denied
2024-03-03,2024-03-27,Tourist,Brazil,Paris,Off-Peak,0.0,0.0,1.0,24,Approved
2024-10-21,2025-01-22,Work,USA,Delhi,Peak,1.0,0.0,1.0,93,Approved
2024-06-26,2024-07-30,Student,Brazil,Berlin,Off-Peak,0.0,1.0,0.0,34,Approved
2024-07-11,2024-08-27,Business,Germany,London,Peak,1.0,1.0,,47,Approved
2024-05-07,2024-07-08,Business,Germany,Berlin,Peak,1.0,0.0,0.0,62,Approved
2024-10-19,2024-11-24,Business,Brazil,Berlin,Peak,0.0,1.0,0.0,36,Denied
2024-12-06,2025-03-03,Work,Australia,Paris,Peak,1.0,0.0,1.0,87,Approved
2024-08-19,2024-10-12,Student,USA,London,Off-Peak,0.0,0.0,0.0,54,Approved
2024-09-19,2024-11-18,Business,Australia,Mumbai,Peak,1.0,0.0,1.0,60,Approved
2024-04-16,2024-07-04,Work,France,Mumbai,Peak,1.0,1.0,1.0,79,Approved
2024-04-04,2024-06-03,Student,Australia,Beijing,Off-Peak,,0.0,1.0,60,Denied
2024-03-31,2024-05-24,Business,China,Berlin,Peak,1.0,,1.0,54,Approved
2024-09-13,2024-11-09,Work,Brazil,London,Peak,0.0,1.0,1.0,57,Approved
2024-11-21,2025-01-28,Work,France,Mumbai,Off-Peak,1.0,1.0,1.0,68,Approved
2024-07-27,2024-10-03,Business,China,London,Peak,1.0,0.0,0.0,68,Approved
2024-11-03,2024-11-10,Tourist,France,Delhi,Off-Peak,0.0,1.0,1.0,7,Approved
2024-09-07,2024-10-17,Business,Germany,London,Peak,0.0,0.0,1.0,40,Approved
2024-10-08,2024-11-10,Business,Germany,Delhi,Peak,0.0,1.0,0.0,33,Approved
2024-11-28,2025-01-22,Student,Australia,Delhi,Off-Peak,1.0,1.0,,55,Denied
2024-05-06,2024-07-05,Business,China,London,Off-Peak,,0.0,0.0,60,Approved
2024-04-06,2024-05-24,Tourist,Brazil,Berlin,Off-Peak,1.0,,0.0,48,Approved
2024-12-26,2025-02-03,Tourist,USA,Delhi,Off-Peak,1.0,0.0,1.0,39,Denied
2024-03-07,2024-05-19,Business,France,Beijing,Peak,1.0,0.0,0.0,73,Approved
2024-04-10,2024-06-30,Work,Brazil,Sydney,Off-Peak,,0.0,0.0,81,Approved
2024-11-30,2024-12-26,Business,USA,Sydney,Peak,0.0,1.0,0.0,26,Approved
2024-06-11,2024-07-29,Business,Germany,Delhi,Peak,1.0,1.0,0.0,48,Approved
2024-10-19,2024-11-24,Tourist,UK,Delhi,Off-Peak,1.0,1.0,0.0,36,Approved
2024-06-07,2024-08-02,Work,Germany,Sydney,Off-Peak,1.0,1.0,1.0,56,Approved
2024-10-07,2024-12-19,Work,USA,Mumbai,Peak,,1.0,1.0,73,Approved
2024-08-26,2024-10-24,Student,China,Berlin,Off-Peak,0.0,0.0,0.0,59,Approved
2024-06-23,2024-08-04,Tourist,France,Mumbai,Off-Peak,1.0,0.0,,42,Approved
2024-08-29,2024-09-18,Tourist,Brazil,Beijing,Peak,0.0,1.0,1.0,20,Approved
2024-12-08,2025-01-11,Student,China,Mumbai,Off-Peak,0.0,1.0,1.0,34,Approved
2024-07-24,2024-10-17,Work,India,Mumbai,Off-Peak,0.0,,0.0,85,Approved
2024-01-12,2024-02-05,Student,China,London,Off-Peak,0.0,1.0,1.0,24,Approved
2024-03-29,2024-07-01,Work,China,Delhi,Peak,1.0,1.0,0.0,94,Approved
2024-08-11,2024-10-23,Work,India,London,Off-Peak,1.0,1.0,0.0,73,Denied
2024-02-16,2024-03-31,Business,China,London,Off-Peak,1.0,0.0,1.0,44,Denied
2024-12-16,2025-02-04,Student,Australia,Delhi,Peak,,1.0,,50,Approved
2024-06-28,2024-08-10,Tourist,UK,London,Off-Peak,,0.0,0.0,43,Approved
2024-08-23,2024-09-06,Tourist,China,Berlin,Peak,0.0,1.0,1.0,14,Approved
2024-04-04,2024-06-03,Business,France,Delhi,Off-Peak,1.0,0.0,0.0,60,Approved
2024-09-03,2024-10-29,Work,Brazil,Delhi,Off-Peak,0.0,,1.0,56,Approved
2024-01-01,2024-01-04,Tourist,Germany,Paris,Off-Peak,,1.0,1.0,3,Approved
2024-12-04,2025-01-29,Business,India,Beijing,Peak,1.0,1.0,0.0,56,Approved
2024-06-20,2024-06-28,Tourist,India,Beijing,Off-Peak,0.0,1.0,1.0,8,Approved
2024-04-27,2024-06-20,Student,China,Sydney,Off-Peak,1.0,1.0,0.0,54,Approved
2024-03-21,2024-06-21,Work,Germany,Beijing,Peak,0.0,,0.0,92,Denied
2024-07-19,2024-07-28,Business,France,London,Off-Peak,0.0,1.0,1.0,9,Approved
2024-09-22,2024-10-23,Tourist,France,Paris,Off-Peak,0.0,0.0,0.0,31,Denied
2024-05-17,2024-06-04,Tourist,UK,Berlin,Off-Peak,0.0,,1.0,18,Denied
2024-10-06,2024-11-20,Student,China,London,Off-Peak,0.0,0.0,1.0,45,Approved
2024-08-26,2024-10-04,Tourist,Brazil,Beijing,Peak,1.0,1.0,,39,Approved
2024-06-20,2024-08-13,Tourist,France,London,Peak,1.0,0.0,0.0,54,Denied
2024-11-18,2024-12-21,Business,Germany,Beijing,Peak,0.0,1.0,,33,Approved
2024-07-22,2024-09-27,Work,Germany,Berlin,Peak,1.0,1.0,1.0,67,Approved
2024-04-19,2024-05-10,Tourist,France,Beijing,Off-Peak,0.0,1.0,0.0,21,Approved
2024-07-01,2024-09-12,Student,China,Sydney,Off-Peak,1.0,0.0,0.0,73,Denied
2024-04-26,2024-06-23,Business,UK,Beijing,Off-Peak,1.0,,0.0,58,Denied
2024-08-21,2024-09-28,Tourist,UK,Paris,Peak,0.0,,0.0,38,Denied
2024-09-11,2024-11-21,Work,China,Berlin,Off-Peak,0.0,,1.0,71,Approved
2024-09-06,2024-10-26,Work,China,Paris,Off-Peak,0.0,1.0,1.0,50,Approved
2024-07-10,2024-09-23,Student,Australia,Paris,Peak,1.0,0.0,0.0,75,Approved
2024-05-26,2024-06-19,Tourist,UK,London,Peak,1.0,1.0,1.0,24,Approved
2024-08-01,2024-10-18,Work,Germany,Berlin,Off-Peak,1.0,0.0,1.0,78,Approved
2024-03-14,2024-04-21,Student,USA,Delhi,Off-Peak,1.0,1.0,1.0,38,Approved
2024-01-30,2024-03-26,Work,Australia,Paris,Peak,0.0,1.0,1.0,56,Approved
2024-02-10,2024-04-21,Student,Germany,Beijing,Peak,0.0,0.0,0.0,71,Denied
2024-08-23,2024-09-17,Business,USA,London,Off-Peak,1.0,1.0,1.0,25,Approved
2024-06-18,2024-08-05,Student,Brazil,Mumbai,Off-Peak,0.0,0.0,1.0,48,Approved
2024-08-24,2024-09-27,Tourist,USA,Delhi,Peak,1.0,1.0,1.0,34,Approved
2024-02-24,2024-04-29,Work,USA,Berlin,Off-Peak,0.0,0.0,1.0,65,Denied
2024-09-21,2024-10-15,Tourist,France,London,Peak,0.0,,0.0,24,Approved
2024-01-29,2024-02-13,Business,UK,London,Peak,0.0,1.0,1.0,15,Approved
2024-09-10,2024-10-14,Tourist,USA,Berlin,Peak,1.0,,0.0,34,Approved
2024-09-07,2024-10-13,Student,India,London,Off-Peak,0.0,1.0,0.0,36,Approved
2024-08-12,2024-11-11,Work,Brazil,Beijing,Off-Peak,0.0,0.0,0.0,91,Approved
2024-05-28,2024-06-19,Tourist,France,Mumbai,Off-Peak,1.0,1.0,1.0,22,Approved
2024-06-23,2024-08-08,Student,China,Paris,Peak,0.0,1.0,,46,Approved
2024-03-03,2024-05-25,Work,China,Delhi,Peak,1.0,1.0,1.0,83,Approved
2024-03-23,2024-05-09,Student,Germany,Beijing,Off-Peak,0.0,0.0,1.0,47,Approved
2024-11-19,2024-11-26,Business,France,London,Off-Peak,0.0,,1.0,7,Approved
2024-01-17,2024-02-28,Business,UK,London,Off-Peak,,0.0,0.0,42,Denied
2024-02-17,2024-05-30,Work,China,London,Peak,1.0,0.0,0.0,103,Approved
2024-12-25,2025-01-05,Tourist,India,Paris,Peak,0.0,1.0,,11,Denied
2024-06-10,2024-08-22,Business,India,Delhi,Peak,,0.0,0.0,73,Approved
2024-09-06,2024-10-03,Tourist,Germany,Beijing,Off-Peak,0.0,,1.0,27,Approved
2024-04-15,2024-05-04,Tourist,Germany,Sydney,Off-Peak,0.0,0.0,1.0,19,Approved
2024-12-07,2024-12-31,Tourist,Brazil,Beijing,Off-Peak,1.0,1.0,1.0,24,Approved
2024-10-17,2024-11-27,Business,UK,Sydney,Peak,1.0,1.0,0.0,41,Approved
2024-08-14,2024-09-13,Tourist,Brazil,Berlin,Off-Peak,1.0,1.0,0.0,30,Denied
2024-07-28,2024-09-17,Student,Australia,Mumbai,Peak,1.0,1.0,,51,Denied
2024-08-15,2024-09-20,Business,France,Sydney,Peak,0.0,0.0,1.0,36,Denied
2024-06-11,2024-09-25,Work,Brazil,Delhi,Off-Peak,1.0,0.0,0.0,106,Approved
2024-06-21,2024-09-28,Work,China,London,Off-Peak,1.0,0.0,0.0,99,Approved
2024-01-15,2024-03-05,Business,Brazil,Paris,Off-Peak,1.0,0.0,1.0,50,Approved
2024-07-16,2024-08-18,Student,Australia,Berlin,Off-Peak,0.0,1.0,0.0,33,Approved
2024-10-22,2024-11-16,Business,UK,London,Off-Peak,1.0,1.0,1.0,25,Approved
2024-01-01,2024-02-11,Tourist,UK,London,Peak,1.0,0.0,1.0,41,Denied
2024-10-21,2024-12-14,Work,France,Paris,Peak,,1.0,1.0,54,Approved
2024-09-04,2024-10-02,Tourist,Germany,Berlin,Peak,0.0,0.0,1.0,28,Denied
2024-02-01,2024-03-01,Business,Germany,London,Off-Peak,0.0,0.0,1.0,29,Approved
2024-08-17,2024-11-06,Student,UK,Delhi,Peak,1.0,,0.0,81,Approved
2024-05-11,2024-07-12,Work,Germany,Sydney,Off-Peak,0.0,0.0,1.0,62,Approved
2024-12-03,2025-01-22,Student,USA,Mumbai,Peak,1.0,1.0,1.0,50,Approved
2024-04-22,2024-04-27,Tourist,USA,Mumbai,Off-Peak,,1.0,1.0,5,Approved
2024-01-18,2024-02-15,Student,Germany,Delhi,Off-Peak,0.0,1.0,1.0,28,Approved
2024-03-17,2024-04-11,Business,USA,Paris,Off-Peak,1.0,1.0,1.0,25,Approved
2024-04-30,2024-06-08,Business,Germany,Paris,Off-Peak,0.0,0.0,0.0,39,Approved
2024-09-20,2024-11-05,Work,USA,Paris,Off-Peak,0.0,1.0,1.0,46,Approved
2024-05-20,2024-06-13,Tourist,China,Sydney,Peak,0.0,,0.0,24,Approved
2024-12-09,2025-01-13,Tourist,USA,Beijing,Off-Peak,0.0,0.0,0.0,35,Denied
2024-01-28,2024-02-06,Tourist,France,Berlin,Off-Peak,0.0,1.0,0.0,9,Approved
2024-09-22,2024-11-09,Business,Australia,Berlin,Peak,,0.0,0.0,48,Approved
2024-08-15,2024-08-28,Business,UK,Delhi,Off-Peak,0.0,1.0,1.0,13,Approved
2024-10-19,2024-12-07,Student,Germany,Berlin,Off-Peak,1.0,1.0,0.0,49,Approved
2024-05-22,2024-07-17,Business,China,Beijing,Off-Peak,1.0,0.0,1.0,56,Approved
2024-06-11,2024-07-10,Tourist,China,Beijing,Off-Peak,0.0,0.0,,29,Approved
2024-08-06,2024-09-18,Business,Germany,Beijing,Off-Peak,1.0,1.0,0.0,43,Denied
2024-09-12,2024-11-14,Work,USA,Mumbai,Off-Peak,0.0,1.0,0.0,63,Approved
2024-12-12,2025-01-11,Tourist,India,Paris,Off-Peak,1.0,1.0,0.0,30,Approved
2024-05-26,2024-07-07,Student,Brazil,Delhi,Off-Peak,0.0,1.0,0.0,42,Approved
2024-02-05,2024-04-06,Student,India,London,Peak,1.0,1.0,0.0,61,Approved
2024-06-17,2024-08-12,Student,Australia,Delhi,Peak,0.0,0.0,1.0,56,Approved
2024-06-22,2024-09-05,Student,Brazil,Beijing,Peak,1.0,0.0,1.0,75,Approved
2024-04-16,2024-05-14,Tourist,China,London,Off-Peak,1.0,1.0,,28,Approved
2024-03-25,2024-05-01,Student,Brazil,Berlin,Off-Peak,0.0,,0.0,37,Approved
2024-05-22,2024-08-22,Work,China,Sydney,Peak,0.0,0.0,0.0,92,Approved
2024-03-12,2024-04-11,Tourist,UK,Delhi,Peak,0.0,1.0,0.0,30,Approved
2024-09-30,2024-11-12,Student,China,Beijing,Peak,0.0,1.0,,43,Approved
2024-06-13,2024-07-27,Student,Germany,Delhi,Off-Peak,,1.0,1.0,44,Denied
2024-04-30,2024-06-22,Business,Brazil,Mumbai,Off-Peak,,0.0,1.0,53,Approved
2024-11-01,2024-12-27,Tourist,Brazil,Mumbai,Peak,1.0,0.0,1.0,56,Denied
2024-12-07,2025-02-24,Business,India,Delhi,Peak,1.0,0.0,0.0,79,Denied
2024-07-26,2024-10-23,Work,Australia,Beijing,Off-Peak,1.0,0.0,,89,Approved
2024-11-24,2024-12-11,Business,USA,Delhi,Off-Peak,0.0,1.0,1.0,17,Approved
2024-09-02,2024-10-27,Business,Australia,Sydney,Off-Peak,1.0,0.0,0.0,55,Denied
2024-09-11,2024-11-27,Work,Brazil,Mumbai,Peak,0.0,1.0,0.0,77,Denied
2024-01-04,2024-03-25,Work,Australia,Paris,Peak,1.0,1.0,0.0,81,Denied
2024-08-16,2024-10-01,Business,France,Mumbai,Off-Peak,1.0,0.0,1.0,46,Approved
2024-01-31,2024-02-28,Tourist,Brazil,Delhi,Off-Peak,1.0,1.0,1.0,28,Approved
2024-11-07,2025-01-18,Work,Australia,Paris,Off-Peak,1.0,1.0,0.0,72,Denied
2024-01-22,2024-03-26,Work,Australia,Berlin,Off-Peak,0.0,0.0,1.0,64,Approved
2024-08-26,2024-11-19,Student,USA,Mumbai,Peak,1.0,,0.0,85,Approved
2024-11-23,2025-02-22,Work,France,Sydney,Off-Peak,1.0,0.0,0.0,91,Approved
2024-09-21,2024-12-21,Work,India,Sydney,Peak,0.0,0.0,0.0,91,Approved
2024-09-27,2024-10-04,Business,UK,Berlin,Off-Peak,,,1.0,7,Approved
2024-04-12,2024-06-17,Student,India,Delhi,Off-Peak,0.0,0.0,,66,Approved
2024-11-21,2025-01-04,Student,UK,Beijing,Off-Peak,1.0,1.0,1.0,44,Approved
2024-10-11,2024-11-09,Business,India,Paris,Off-Peak,1.0,1.0,1.0,29,Approved
2024-02-17,2024-04-22,Student,Brazil,Mumbai,Off-Peak,1.0,0.0,1.0,65,Denied
2024-01-07,2024-02-13,Business,India,Berlin,Peak,1.0,1.0,1.0,37,Approved
2024-02-09,2024-03-09,Business,Germany,London,Off-Peak,0.0,0.0,1.0,29,Denied
2024-07-07,2024-08-04,Tourist,Germany,Beijing,Peak,1.0,1.0,1.0,28,Approved
2024-11-12,2025-01-26,Student,China,Delhi,Peak,1.0,,1.0,75,Approved
2024-10-16,2024-11-26,Tourist,Brazil,Mumbai,Off-Peak,0.0,0.0,0.0,41,Approved
2024-03-05,2024-04-25,Business,Brazil,Beijing,Peak,0.0,0.0,1.0,51,Approved
2024-11-06,2025-01-11,Business,USA,Berlin,Peak,1.0,0.0,0.0,66,Approved
2024-03-29,2024-04-29,Tourist,France,Beijing,Peak,0.0,1.0,0.0,31,Approved
2024-02-23,2024-03-11,Business,France,Beijing,Off-Peak,0.0,1.0,1.0,17,Approved
2024-03-07,2024-04-02,Tourist,UK,London,Off-Peak,1.0,1.0,0.0,26,Approved
2024-07-16,2024-08-13,Student,France,London,Peak,0.0,1.0,1.0,28,Approved
2024-08-04,2024-08-30,Business,France,Mumbai,Off-Peak,1.0,,1.0,26,Approved
2024-02-09,2024-04-06,Work,Germany,Paris,Peak,0.0,1.0,1.0,57,Approved
2024-02-01,2024-02-21,Tourist,USA,Paris,Peak,0.0,1.0,0.0,20,Denied
2024-02-29,2024-04-27,Work,India,Sydney,Off-Peak,0.0,1.0,0.0,58,Approved
2024-11-12,2025-01-01,Tourist,India,Paris,Peak,,0.0,1.0,50,Approved
2024-01-08,2024-03-17,Student,France,Delhi,Peak,1.0,0.0,1.0,69,Denied
2024-08-09,2024-09-19,Business,India,Mumbai,Off-Peak,0.0,0.0,,41,Approved
2024-02-20,2024-04-06,Tourist,Brazil,Mumbai,Off-Peak,0.0,0.0,0.0,46,Approved
2024-05-27,2024-06-17,Business,Brazil,Mumbai,Off-Peak,0.0,1.0,1.0,21,Approved
2024-05-13,2024-05-22,Tourist,France,Paris,Peak,0.0,,1.0,9,Approved
2024-08-31,2024-11-11,Student,USA,Beijing,Peak,1.0,0.0,1.0,72,Denied
2024-08-24,2024-10-14,Business,Germany,London,Peak,0.0,0.0,0.0,51,Approved
2024-12-27,2025-02-06,Tourist,UK,Beijing,Peak,1.0,1.0,0.0,41,Approved
2024-01-02,2024-03-08,Student,Brazil,Paris,Peak,1.0,0.0,1.0,66,Approved
2024-09-24,2024-12-01,Work,France,Mumbai,Off-Peak,0.0,0.0,1.0,68,Approved
2024-08-20,2024-10-11,Student,China,London,Peak,1.0,1.0,1.0,52,Approved
2024-04-22,2024-06-19,Work,Germany,Beijing,Peak,0.0,1.0,1.0,58,Approved
2024-11-24,2025-02-05,Work,Australia,Beijing,Peak,,1.0,1.0,73,Denied
2024-05-09,2024-05-16,Tourist,USA,Paris,Peak,0.0,1.0,1.0,7,Denied
2024-10-14,2024-10-27,Tourist,France,Berlin,Off-Peak,1.0,1.0,1.0,13,Approved
2024-08-16,2024-10-16,Business,USA,Delhi,Off-Peak,1.0,0.0,0.0,61,Denied
2024-10-15,2024-12-29,Student,India,Beijing,Peak,0.0,0.0,0.0,75,Approved
2024-06-25,2024-09-29,Work,China,Beijing,Peak,,0.0,0.0,96,Approved
2024-04-07,2024-05-07,Business,UK,Berlin,Peak,0.0,1.0,,30,Denied
2024-06-21,2024-07-22,Student,Australia,Berlin,Peak,,1.0,1.0,31,Approved
2024-11-05,2024-12-26,Business,Australia,Beijing,Peak,1.0,1.0,0.0,51,Approved
2024-02-22,2024-03-16,Student,Brazil,Paris,Off-Peak,0.0,1.0,1.0,23,Approved
2024-08-28,2024-11-03,Student,France,London,Off-Peak,1.0,0.0,0.0,67,Denied
2024-10-22,2024-11-10,Business,Germany,Sydney,Peak,0.0,1.0,1.0,19,Approved
2024-10-17,2024-12-14,Student,Australia,Paris,Peak,0.0,0.0,0.0,58,Approved
2024-04-25,2024-04-28,Tourist,India,London,Off-Peak,,1.0,1.0,3,Approved
2024-03-25,2024-05-22,Business,Germany,Mumbai,Peak,0.0,,0.0,58,Approved
2024-10-02,2024-10-31,Tourist,USA,Berlin,Peak,0.0,0.0,1.0,29,Approved
2024-10-23,2024-12-16,Work,UK,London,Off-Peak,0.0,1.0,0.0,54,Denied
2024-06-06,2024-08-28,Work,UK,Delhi,Off-Peak,1.0,0.0,1.0,83,Approved
2024-07-17,2024-09-02,Student,China,Paris,Peak,1.0,1.0,1.0,47,Denied
2024-06-17,2024-08-24,Work,China,Beijing,Off-Peak,0.0,1.0,0.0,68,Approved
2024-04-22,2024-06-17,Tourist,Australia,Delhi,Off-Peak,1.0,0.0,0.0,56,Denied
2024-04-06,2024-04-20,Business,USA,Berlin,Peak,0.0,,1.0,14,Approved
2024-06-28,2024-07-17,Business,France,London,Peak,0.0,,1.0,19,Approved
2024-02-18,2024-03-30,Business,Germany,Sydney,Off-Peak,0.0,0.0,0.0,41,Approved
2024-04-13,2024-06-23,Business,UK,Delhi,Peak,,,0.0,71,Approved
2024-01-25,2024-04-06,Student,China,Berlin,Off-Peak,,0.0,0.0,72,Approved
2024-09-09,2024-11-01,Tourist,Germany,Mumbai,Off-Peak,1.0,0.0,0.0,53,Denied
2024-12-04,2025-02-08,Work,Australia,Mumbai,Off-Peak,1.0,1.0,,66,Approved
2024-07-10,2024-08-15,Student,India,London,Off-Peak,,1.0,0.0,36,Approved
2024-02-06,2024-03-12,Business,China,Sydney,Off-Peak,0.0,0.0,1.0,35,Approved
2024-04-09,2024-05-28,Business,India,Paris,Peak,1.0,1.0,0.0,49,Approved
2024-06-12,2024-08-12,Student,India,London,Off-Peak,1.0,0.0,1.0,61,Approved
2024-02-23,2024-03-25,Student,USA,Sydney,Peak,0.0,1.0,1.0,31,Approved
2024-10-07,2024-11-16,Tourist,Brazil,London,Peak,1.0,1.0,0.0,40,Approved
2024-06-21,2024-08-12,Tourist,India,Sydney,Peak,1.0,0.0,1.0,52,Approved
2024-07-12,2024-08-14,Student,Australia,Paris,Off-Peak,1.0,1.0,1.0,33,Approved
2024-06-11,2024-07-28,Student,Germany,Paris,Peak,1.0,1.0,1.0,47,Approved
2024-01-09,2024-02-01,Business,France,Paris,Off-Peak,1.0,1.0,1.0,23,Approved
2024-12-17,2025-01-11,Business,Germany,Paris,Off-Peak,1.0,1.0,1.0,25,Denied
2024-12-19,2025-02-27,Work,Brazil,Beijing,Off-Peak,0.0,,0.0,70,Approved
2024-08-20,2024-10-29,Student,Brazil,Delhi,Peak,1.0,1.0,0.0,70,Approved
2024-10-14,2025-01-05,Work,France,Mumbai,Off-Peak,1.0,0.0,1.0,83,Approved
2024-03-30,2024-05-16,Work,Brazil,London,Off-Peak,0.0,1.0,1.0,47,Approved
2024-03-19,2024-05-16,Student,India,Sydney,Off-Peak,0.0,0.0,0.0,58,Denied
2024-06-20,2024-07-17,Tourist,UK,Sydney,Off-Peak,,,0.0,27,Approved
2024-07-15,2024-09-28,Work,UK,London,Peak,0.0,,1.0,75,Approved
2024-04-24,2024-06-10,Student,France,Berlin,Peak,0.0,0.0,1.0,47,Approved
2024-02-10,2024-04-29,Student,India,Sydney,Peak,1.0,0.0,0.0,79,Denied
2024-08-05,2024-08-11,Tourist,India,Sydney,Off-Peak,0.0,1.0,1.0,6,Approved
2024-02-13,2024-03-06,Tourist,France,Sydney,Peak,0.0,,0.0,22,Approved
2024-10-13,2024-11-29,Tourist,India,Sydney,Peak,1.0,0.0,1.0,47,Approved
2024-03-04,2024-05-19,Work,Australia,Delhi,Peak,1.0,1.0,1.0,76,Approved
2024-01-28,2024-03-06,Tourist,Australia,Mumbai,Off-Peak,0.0,0.0,0.0,38,Approved
2024-03-19,2024-04-08,Business,Germany,London,Peak,0.0,,1.0,20,Approved
2024-08-26,2024-10-07,Business,China,Sydney,Off-Peak,1.0,1.0,0.0,42,Approved
2024-08-22,2024-09-27,Tourist,India,Beijing,Off-Peak,1.0,1.0,0.0,36,Denied
2024-07-11,2024-10-22,Work,India,Berlin,Peak,,,0.0,103,Denied
2024-12-18,2025-02-19,Work,Germany,Beijing,Off-Peak,1.0,1.0,1.0,63,Approved
2024-03-28,2024-05-10,Business,India,Mumbai,Peak,0.0,1.0,0.0,43,Approved
2024-02-02,2024-03-06,Tourist,India,Paris,Peak,,0.0,1.0,33,Approved
2024-12-25,2025-02-17,Student,Germany,Mumbai,Peak,0.0,0.0,1.0,54,Denied
2024-12-10,2025-02-01,Tourist,Germany,Sydney,Peak,1.0,0.0,0.0,53,Denied
2024-12-14,2025-02-04,Business,UK,Delhi,Peak,1.0,1.0,0.0,52,Approved
2024-05-14,2024-08-10,Work,India,Delhi,Peak,0.0,0.0,1.0,88,Approved
2024-09-24,2024-11-26,Work,France,Beijing,Off-Peak,0.0,1.0,0.0,63,Approved
2024-03-10,2024-04-08,Tourist,India,Paris,Peak,0.0,1.0,0.0,29,Approved
2024-08-02,2024-11-06,Work,India,Berlin,Off-Peak,1.0,0.0,0.0,96,Approved
2024-04-11,2024-05-06,Business,India,London,Off-Peak,1.0,1.0,1.0,25,Approved
2024-12-29,2025-03-07,Business,UK,Mumbai,Peak,1.0,0.0,0.0,68,Denied
2024-06-14,2024-09-02,Work,Australia,Delhi,Off-Peak,0.0,0.0,0.0,80,Approved
2024-02-29,2024-03-25,Business,France,London,Off-Peak,1.0,1.0,1.0,25,Approved
2024-07-16,2024-07-27,Tourist,USA,Paris,Off-Peak,0.0,1.0,0.0,11,Approved
2024-05-19,2024-06-12,Tourist,Germany,Sydney,Peak,,1.0,0.0,24,Approved
2024-08-01,2024-09-29,Tourist,India,Sydney,Peak,1.0,0.0,0.0,59,Approved
2024-01-30,2024-04-22,Work,India,Beijing,Peak,1.0,1.0,1.0,83,Denied
2024-06-16,2024-08-12,Tourist,UK,Sydney,Peak,1.0,0.0,0.0,57,Denied
2024-07-15,2024-09-14,Student,France,Sydney,Peak,1.0,0.0,1.0,61,Denied
2024-01-02,2024-02-14,Student,Australia,Beijing,Off-Peak,1.0,1.0,1.0,43,Approved
2024-11-01,2024-12-29,Student,Germany,Berlin,Peak,0.0,0.0,0.0,58,Approved
2024-01-05,2024-02-12,Student,India,Sydney,Off-Peak,1.0,1.0,1.0,38,Approved
2024-10-22,2024-12-09,Tourist,India,Delhi,Off-Peak,1.0,0.0,1.0,48,Approved
2024-12-07,2025-01-30,Tourist,Brazil,Beijing,Peak,0.0,0.0,0.0,54,Denied
2024-01-25,2024-02-23,Tourist,Australia,Sydney,Off-Peak,1.0,1.0,0.0,29,Approved
2024-03-12,2024-06-08,Work,France,Berlin,Off-Peak,1.0,0.0,,88,Approved
2024-12-25,2025-03-13,Business,Brazil,Beijing,Peak,,,0.0,78,Approved
2024-01-16,2024-02-12,Student,Germany,Beijing,Off-Peak,0.0,1.0,1.0,27,Approved
2024-06-22,2024-08-25,Work,UK,Sydney,Peak,0.0,1.0,0.0,64,Approved
2024-11-04,2025-01-15,Work,France,London,Peak,1.0,1.0,1.0,72,Approved
2024-07-08,2024-08-14,Student,Australia,Sydney,Off-Peak,,0.0,1.0,37,Approved
2024-01-18,2024-04-20,Work,China,Berlin,Peak,,0.0,0.0,93,Denied
2024-11-28,2025-02-03,Business,UK,Berlin,Peak,1.0,0.0,0.0,67,Approved
2024-01-01,2024-01-31,Tourist,USA,London,Off-Peak,,,,30,Denied
2024-02-09,2024-04-20,Work,UK,London,Off-Peak,,1.0,0.0,71,Denied
2024-09-09,2024-09-17,Tourist,Germany,Berlin,Off-Peak,0.0,1.0,,8,Approved
2024-02-12,2024-03-09,Business,USA,Beijing,Off-Peak,0.0,1.0,,26,Approved
2024-12-27,2025-01-29,Business,Brazil,Paris,Peak,0.0,,0.0,33,Approved
2024-06-05,2024-07-16,Work,Australia,London,Off-Peak,0.0,,1.0,41,Approved
2024-08-22,2024-10-01,Tourist,Australia,Mumbai,Off-Peak,1.0,0.0,1.0,40,Approved
2024-05-27,2024-06-30,Business,China,Berlin,Off-Peak,0.0,0.0,1.0,34,Denied
2024-01-28,2024-04-14,Work,France,Sydney,Off-Peak,,0.0,1.0,77,Approved
2024-05-07,2024-06-17,Student,Australia,Berlin,Off-Peak,0.0,0.0,1.0,41,Approved
2024-04-24,2024-06-30,Business,Germany,Sydney,Peak,1.0,0.0,0.0,67,Approved
2024-12-19,2025-01-07,Tourist,UK,Sydney,Off-Peak,0.0,0.0,1.0,19,Denied
2024-05-12,2024-06-16,Student,China,Sydney,Off-Peak,,1.0,0.0,35,Approved
